author,bvid,title,play,video_review,favorites,review,date
我是郭杰瑞,BV1pp4y197ex,为何有些美国人特别“反智”！大部分还是特朗普支持者？,5083735,102505,40025,32828,1588650873
硬核的半佛仙人,BV1cC4y1x7TA,"【半佛】为何<em class=""keyword"">川普</em>漠视美国人命",10142234,118194,166674,20888,1586268629
观察者网,BV1fC4y1s7nD,骁话番外：美国主播泼中国脏水，几个菜呀喝成这样？,2761647,46141,33197,16772,1587469720
观察者网,BV1C7411M7gb,特朗普访印前一天，印度为他修建的VVIP入口塌了,1468186,3635,3741,16090,1582512936
守护芙音,BV14E411378j,【全明星】Despacito,8826579,79913,384750,15141,1584272226
观察者网,BV1B54y1X7Jk,"<em class=""keyword"">特朗普</em>又语出惊人：和中国“彻底绝交”，我们能省5000亿美元",3515672,11563,6133,12096,1589471177
观察者网,BV1vg4y1874S,"骁话一下：谁怼我我就怼华为，<em class=""keyword"">特朗普</em>胸前的红领巾更鲜艳了【双语字幕版】",2470646,16632,26801,11247,1586148911
观察者网,BV1vK41177Zm,"<em class=""keyword"">特朗普</em>小心翼翼展示新冠检测仪，结果……",3997326,3497,7124,10697,1585740548
观察者网,BV1wE41147ox,"<em class=""keyword"">特朗普</em>：就是说用疫苗让你好得更快？ 专家 ：？？？",1252170,2482,2209,10445,1583217440
观察者网,BV1AA411i7S8,【懂点儿啥】人人自危，因言获罪，这还是我们认识的美国吗？,2661739,61980,27548,10405,1592223869
马督工,BV1ME411u7AD,【睡前消息86】美国男子自制火箭遇难，真是为了证明“地平说”？,797164,742,2830,10299,1583686997
观察者网,BV1CE411W7ei,"<em class=""keyword"">特朗普</em>不信新冠病死率3.4%：直觉告诉我不到1%",1182416,3063,1944,9512,1583411714
观察者网,BV1K54y197Zm,"<em class=""keyword"">特朗普</em>称世卫“以中国为中心”，威胁不再给钱",1100677,5127,2108,9417,1586311853
观察者网,BV1RK411V7NV,"<em class=""keyword"">特朗普</em>：一定是中国死亡病例最高 官方数据：美国已是中国8倍",3332205,8879,6075,9297,1587366871
观察者网,BV1Ea4y147Wa,特朗普推荐新冠病毒“新疗法”：光和热，还有注射消毒剂,675700,7437,3216,9223,1587696127
观察者网,BV195411472m,"<em class=""keyword"">特朗普</em>为淡化疫情找借口：我可是美国的啦啦队员",444140,1668,866,9135,1586319535
观察者网,BV17k4y1r7SV,来了！特朗普称要动用军队平息暴乱,838734,4313,1647,8653,1591058617
观察者网,BV1gT4y1g7oe,“围攻”白宫第二日：示威者拆围栏踩警车 国民警卫队出动,1479529,5599,2426,8577,1590900035
观察者网,BV1ME41147TQ,"<em class=""keyword"">特朗普</em>希望几个月开发出新冠疫苗，专家：都说了要一年",623933,1321,848,8573,1583228840
观察者网,BV1Vk4y1z7DG,华盛顿纪念碑被闪电击中 抗议者迎着暴雨在白宫前呐喊,1190268,3552,6820,8479,1591346495
观察者网,BV1f741187w4,日本“钻石公主号”64人确诊 美国乘客大呼：特朗普，救救我们！,1951272,2937,3523,8391,1581150099
煎蛋君的小尾巴,BV1BE411T7gi,"【普次方】普京x<em class=""keyword"">特朗普</em>|超甜预警| 99次我爱他",4341752,18892,70714,8313,1583906400
煎蛋君的小尾巴,BV1BE411T7gi,【普次方】普京x特朗普|超甜预警| 99次我爱他,4341752,18892,70714,8313,1583906400
观察者网,BV1Rp4y1D7pF,特朗普现场证明能用单手喝水,4187990,15078,18715,8156,1592715486
央视新闻,BV1AE411w7B8,"被疫情提问惹恼 <em class=""keyword"">特朗普</em>怒吼记者：我一直是对的！",2825619,9326,9851,7978,1584770849
观察者网,BV1Dk4y1R7AL,【懂点儿啥53】油价变负数，美国跌倒，中国吃饱？,1449073,22137,7037,7913,1587465171
央视新闻,BV1d5411x7RW,"<em class=""keyword"">特朗普</em>建议：肺部注射消毒剂杀死新冠病毒……",2038113,9471,13982,7901,1587717377
美国老张,BV1ma4y1x7pg,哪些美国人在支持特朗普：川建军？川建强? 川建伟？,1150203,21771,11877,7734,1587185209
美国老张,BV1ma4y1x7pg,哪些美国人在支持特朗普：川建军？川建强? 川建伟？,1150203,21771,11877,7734,1587185209
我是郭杰瑞,BV13k4y167u2,"街访美国纽约路人，<em class=""keyword"">特朗普</em>抗疫做的怎么样？",3387774,24495,14343,7677,1589773092
观察者网,BV1oC4y1s77d,美国密歇根州数千人抗议封锁措施：要求政府归还自由,604172,6598,1281,7411,1587005371
