author,bvid,title,play,video_review,favorites,review,date
゙7x,BV1fF4m1F7CL,“美国总统与迈克尔杰克逊”,1264878,84,14644,1242,1710309717
环球网,BV1dj421o7uS,"<em class=""keyword"">特朗普</em>：欢迎中国车企来美建厂，但须雇佣美国工人",269213,285,453,1226,1710942582
树根龙门阵,BV1Fm411R76d,农夫山泉冤枉？那TIKTOK呢？,178037,785,1314,1219,1710496861
建国不会飞,BV1b2421T7aD,特朗普来到德州为边防战士打饭,1281456,757,8552,1200,1709883552
远方的青木,BV1UJ4m1p7Ym,"<em class=""keyword"">特朗普</em>突改竞选口号，公开支持中国车企在美国建厂",260345,489,826,1186,1713172942
patrickbatman_ed,BV1r1421Q77H,"“who&#x27;s sigma:<em class=""keyword"">川普</em>vs拜登”",1222765,293,19108,1167,1711235837
patrickbatman_ed,BV1r1421Q77H,“who&#x27;s sigma:川普vs拜登”,1222765,293,19108,1167,1711235837
环球网,BV1jp421U7co,"路透社爆料：<em class=""keyword"">特朗普</em>曾让CIA成立特工小组，渗透中国社交媒体操控舆论",174995,268,921,1156,1710423564
华商报,BV1gi421i7Uu,"<em class=""keyword"">特朗普</em>向年轻选民拉票:给我投票吧!我保证不禁TikTok!",622669,253,2054,1151,1717754686
不正经老丝,BV1Vr421w7YC,"美国是这样，拜登只需要吸毒持枪，<em class=""keyword"">川普</em>考虑的就多了",1122086,2704,3534,1146,1717819491
不正经老丝,BV1Vr421w7YC,美国是这样，拜登只需要吸毒持枪，川普考虑的就多了,1122086,2704,3534,1146,1717819491
GAKA是永远的太阳,BV1QV411Q7iG,25个共和党州长发布联合声明，支持德克萨斯州长派遣国民警卫队阻挡、逮捕与扭送非法移民的决定!共和党与民主党两党剑拔弩张，已经有外州的国民警卫队进入德克萨斯州支援,418442,236,641,1144,1706270881
猴哥说军情再探再报,BV1SS421A7kD,再探再报，2月28日，天下谁人不通共，美国建立共产党，在纽约街头高喊只有一个解决办法就是共产革命,192336,297,1971,1135,1709105421
棱镜Talk,BV18H4y1L7Lm,"<em class=""keyword"">特朗普</em>大战拜登，哈里斯渔翁得利，美国最弱势副总统即将转正？",1315606,5457,3844,1126,1709282444
人畜无害小托比,BV1ox4y1H7xX,【俄方回忆录】续52.逆风翻盘取决计策灵活，国立兴衰看海军发展！,388174,3164,2198,1117,1716523200
江湖弃子,BV1Fx4y1C7HQ,将相失和、权力内斗、军事溃败：乌克兰会发生军事政变吗？,388579,1505,1994,1116,1708744780
有道爱翻译,BV1yt421w7Pw,"<em class=""keyword"">特朗普</em>说中国没有毒品问题",455919,971,2915,1115,1713866400
建国不会飞,BV14W421A79n,"服务员为<em class=""keyword"">特朗普</em>祈祷，希望他再次当选总统！",354396,238,2150,1113,1708770783
RT今日俄罗斯,BV1ew4m1q7rS,英国政客：女性不能有阴茎,257818,566,1765,1102,1717667014
RT今日俄罗斯,BV1ew4m1q7rS,英国政客：女性不能有阴茎,257818,566,1765,1102,1717667014
央视网,BV1fx4y1J7D3,特朗普被判有罪！美国史上首例！,277393,179,834,1100,1717115938
精罗伯爵,BV1ss421T7j1,"<em class=""keyword"">特朗普</em>VS拜登：2024美国大选首场辩论解析+完整版中英文字幕【精翻精校】（上）",536738,5200,9294,1074,1719565871
麻薯波比呀,BV1FJ4m1x7yA,美国非法移民问题，如何成为驴象之争焦点？【大美王朝2024】,1301421,7770,4626,1069,1707210000
麻薯波比呀,BV1FJ4m1x7yA,美国非法移民问题，如何成为驴象之争焦点？【大美王朝2024】,1301421,7770,4626,1069,1707210000
金灿荣教授,BV1tu4m1w7WH,"金灿荣：<em class=""keyword"">特朗普</em>是真小人，他上台对中国不是坏事",562228,553,1148,1064,1709021308
不正经老丝,BV1dn4y1X7rk,"乐！<em class=""keyword"">川普</em>跟色情女演员约炮封口费事件被判刑",654879,886,3658,1062,1717473646
不正经老丝,BV1dn4y1X7rk,乐！川普跟色情女演员约炮封口费事件被判刑,654879,886,3658,1062,1717473646
客官请就坐,BV1rt4y1Z7B6,没有人比懂王更懂迈克尔·杰克逊？他曾经为了Michael与世界为敌！,380330,836,5449,1061,1704457244
客官请就坐,BV1rt4y1Z7B6,没有人比懂王更懂迈克尔·杰克逊？他曾经为了Michael与世界为敌！,380330,836,5449,1061,1704457244
极目新闻,BV1H94y1M7go,"美国大选<em class=""keyword"">特朗普</em>首战告捷，支持者-30℃出门投票。曾喊话支持者：多冷都要挺住，一定要出来拯救美国",317082,32,1564,1059,1705384991
巴伦2044,BV13e411Y7UL,"昨天，<em class=""keyword"">川普</em>以55%贏下New Hampshire州，鳥腦得43.5%列第二……",437846,91,662,1054,1706074395
巴伦2044,BV13e411Y7UL,昨天，川普以55%贏下New Hampshire州，鳥腦得43.5%列第二……,437846,91,662,1054,1706074395
环球网,BV1Za4y117ev,特朗普在美国2024年总统选举共和党艾奥瓦州初选中胜出,395311,300,3167,1054,1705371573
冷眼秒闻,BV1HN4y1p7io,"美前总统<em class=""keyword"">特朗普</em>在演讲拉票，天降大雨为其助势，全场坚持近2小时",435671,308,453,1050,1705400589
欠扁的摸鱼但不爱摸鱼,BV1XJ4m1W7Hs,不是，川普居然是看起来最靠谱的，这不会过于魔幻吗？,528343,1429,4055,1049,1708565068
欠扁的摸鱼但不爱摸鱼,BV1XJ4m1W7Hs,不是，川普居然是看起来最靠谱的，这不会过于魔幻吗？,528343,1429,4055,1049,1708565068
鹏城杰森,BV15x4y1Z7PP,2024德州边境危机来龙去脉！背后两党博弈详解！【美利坚沙盘第1期】,303114,3209,1463,1049,1706607996
兰森世界观,BV1aC411s7ry,【懒人包】 普京访谈7大笑点！ 十分钟快速解析【谈资】,35402,258,383,1047,1708056000
棱镜Talk,BV1fB42167JK,以百姓为棋子，以国家为筹码，得州独立如何从一场政客表演走向现实,1665620,3048,8012,1043,1706857008
卡布勒深深子,BV1xT4y1b7AT,"禁用“日本鬼子”一词引发争议⚡<em class=""keyword"">特朗普</em>若当选，日韩该难受了！",353027,9028,1916,1034,1705935193
俄罗斯卫星通讯社官网,BV1D6421Z7Cr,【俄罗斯卫星通讯社】拜登与特朗普的20秒论,703264,708,15709,1029,1719596855
毒舌电影,BV1Cz421b7yS,"从《万能钥匙》到《逃出绝命镇》，<em class=""keyword"">特朗普</em>时代的美国人在害怕什么？【美国恐怖电影史03】",854715,2573,14088,1024,1718286355
依和p,BV18w4m1R7sp,"米哈游资讯第506期：前<em class=""keyword"">懂王</em>外交顾问写书指责原神、TikTok危害美国安全",101997,228,631,1022,1710640543
奇迹123abc,BV1Wk4y1X7ea,川普，他真的，我哭死，只有他没去萝莉岛霍金幸好没来中国，不然得有多少学生被嚯嚯,313561,26,560,1015,1704421059
深圳卫视直新闻,BV1dF4m1u7BC,"<em class=""keyword"">特朗普</em>：若再当选 要一边对中国征税一边“和睦相处”",172736,157,375,1015,1707204959
奇迹123abc,BV1Wk4y1X7ea,川普，他真的，我哭死，只有他没去萝莉岛霍金幸好没来中国，不然得有多少学生被嚯嚯,313561,26,560,1015,1704421059
观察者网,BV1UH4y1Y7vX,临近大选又拿中国说事儿！特朗普声称：若再当选，不会对华打“贸易战”，但将继续征税,263444,42,352,1012,1707119027
白宫茶话会,BV1wQ4y1F74y,德 克 萨 斯 永 不 为 奴,566535,1103,2255,1007,1706498084
星辰趣味屋,BV1re411E7PG,"空耗百亿，两党斗法，<em class=""keyword"">懂王</em>撤资，美国首条高铁还能修完吗？【世界奇寄4】",1015361,2536,4281,1003,1706409000
