author,bvid,title,play,video_review,favorites,review,date
观察者网,BV1TY411V7qU,"主持人称普京为“杀手”，<em class=""keyword"">特朗普</em>：美国就很清白？",5669559,6421,54454,9743,1646450660
彩风君,BV1AB4y117Bx,"【完整版】<em class=""keyword"">川普</em>：一个赞打一下拜登",3129068,6747,26036,7940,1651310864
观察者网,BV1ki4y127Wk,特朗普：只有我在位时，俄罗斯没有入侵他国,2769237,3988,12736,5860,1645930495
观察者网,BV1kL4y1g7tt,"<em class=""keyword"">特朗普</em>称普京的行动是天才之举：我非常非常懂他",3760795,4046,17014,5767,1645585661
小王Albert,BV16g411X7yF,堕胎 &amp; 枪，美国的路线斗争,3138879,21625,35644,5634,1656332037
深圳卫视直新闻,BV19S4y1F7fJ,特朗普：俄乌冲突的原因在于我没连任,2390041,3138,16176,5223,1645696124
观察者网,BV1xm4y1U7ck,沈逸老师联合波士顿圆脸：一起聊聊美国的2021,1500097,46013,23524,4908,1642324144
观察者网,BV1F44y1M75j,特朗普：制裁对普京没用，他可能会去找中国,4862423,3529,12720,4736,1646038065
波士顿圆脸,BV1bU4y1Q7wU,这下MAGA了：得州共和党大会宣布不承认拜登当选,2084365,12528,7533,4657,1656054302
我是郭杰瑞,BV1WS4y1D7gZ,"实拍<em class=""keyword"">特朗普</em>巨资修的美墨边境墙！真的无敌了吗？",2733744,29667,6819,4501,1647574212
我是郭杰瑞,BV1WS4y1D7gZ,实拍特朗普巨资修的美墨边境墙！真的无敌了吗？,2733744,29667,6819,4501,1647574212
观察者网,BV1U94y1U7D6,"<em class=""keyword"">特朗普</em>：“美国有400亿美元给乌克兰，不如先保证孩子的安全！”",3008817,2319,11175,4457,1653721683
赤色练歌,BV1fS4y1P7zM,当年以为他在吹牛，没想到他说的都是真的。,8699784,2955,53520,4444,1649572633
赤色练歌,BV1fS4y1P7zM,当年以为他在吹牛，没想到他说的都是真的。,8699787,2955,53520,4444,1649572633
吉克的数据屋,BV1844y1N79h,"<em class=""keyword"">特朗普</em>：我再次当选会解散北约",1065070,2289,5341,4299,1648299600
吉克的数据屋,BV1844y1N79h,特朗普：我再次当选会解散北约,1065070,2289,5341,4299,1648299600
凤凰网,BV12S4y1F74D,"<em class=""keyword"">特朗普</em>：俄乌冲突本不该发生 一切归因于我没连任",4584874,2688,22216,4211,1645759284
看看新闻Knews,BV1T34y187eo,"想求助石油？沙特和阿联酋领导人拒接拜登电话 <em class=""keyword"">特朗普</em>也呛声",2149047,1539,6633,3922,1646828594
观察者网,BV143411J7xc,"<em class=""keyword"">特朗普</em>：美国最大的威胁不是中俄，而是国内“病态且激进的政客”",1312755,2451,5948,3919,1649055470
视界中国CM,BV1C44y1T7m7,"他又来了！<em class=""keyword"">特朗普</em>借俄乌局势狠批拜登：我们的领导人太蠢了",2842829,5076,19457,3578,1646047297
视界中国CM,BV1C44y1T7m7,他又来了！特朗普借俄乌局势狠批拜登：我们的领导人太蠢了,2842829,5076,19457,3578,1646047297
账号已注销,BV1jm4y1o7Zb,"<em class=""keyword"">懂王</em>回归重磅炸弹，自家社交软件上线第一天，注册用户较多，导致服务器宕机！主流媒体和登子瑟瑟发抖！",1567519,1041,7093,3558,1645435730
账号已注销,BV1jm4y1o7Zb,懂王回归重磅炸弹，自家社交软件上线第一天，注册用户较多，导致服务器宕机！主流媒体和登子瑟瑟发抖！,1567519,1041,7093,3558,1645435730
